time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
22.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
22.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
22.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
22.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
22.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
22.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
22.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
22.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
22.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
22.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
22.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
